,Boat Type,Length,Width,Views,Price_USD,Country,City,t3,Age
7757,Cabin Boat,6.58,2.49,32,59017.5,Germany , 1,new,4
7762,Pilothouse,6.68,2.51,41,62437.5,United Kingdom ," Swanwick, Swanwick",new,5
7768,Sport Boat,7.12,2.44,77,58801.424999999996,Germany , Kiel,new,4
7769,Bowrider,6.55,2.54,90,58738.0,Germany , Bayern ,new,4
7770,Bowrider,6.0,2.39,190,58731.549999999996,Germany , kon,new,5
7771,Bowrider,6.23,2.44,83,58673.5,Germany , Nordrhein-Westfalen ,new,4
7776,Sport Boat,7.55,2.47,117,58630.5,Germany , auf Anfrage,new,4
7785,Bowrider,6.1,2.4,119,58050.0,Germany , Baden-W¼rttemberg ,new,5
7793,Runabout,6.99,2.55,63,58048.924999999996,Germany , Kieler Bucht mit Fehmarn ,new,4
7795,Sport Boat,6.8,2.35,118,57942.5,Italy , Moniga del Garda (BS),new,5
7796,Center console boat,6.05,2.22,97,57942.5,Spain , Mallorca ,new,4
7797,Motor Yacht,8.23,2.76,89,57942.5,Slovak Republic , Slovakia,new,4
7798,Center console boat,6.31,2.48,29,57942.5,France ," BORMES LES MIMOSAS, France",new,4
7799,Center console boat,6.41,2.48,30,57942.5,France ," PLUNERET, France",new,5
7800,Center console boat,6.41,2.45,15,57942.5,France ," PORT LEUCATE, France",new,4
7801,Center console boat,6.41,2.48,39,57942.5,France ," PLUNERET, France",new,4
7802,Center console boat,6.31,2.52,104,57942.5,Germany , Bnningstedt,new,4
7805,Bowrider,6.82,2.45,296,63950.81,Switzerland , Lake Geneva ,new,4
7808,Runabout,8.05,3.0,75,57833.924999999996,Germany , Kieler Bucht mit Fehmarn ,new,4
7810,Bowrider,6.0,2.5,131,57785.549999999996,Germany , Lake Constance ,new,3
7816,Sport Boat,6.84,2.44,217,56973.924999999996,Germany , Bayern ,new,4
7817,Sport Boat,6.55,2.54,85,56973.924999999996,Germany , Bayern ,new,4
7818,Center console boat,8.1,2.53,59,56941.674999999996,France ," SAINT-CYPRIEN, France, cap d agde, France",new,5
7819,Center console boat,8.1,2.53,76,56941.674999999996,France ," cap d agde, France",new,5
7821,Pilothouse,7.48,2.5,42,56867.5,France ," ARCACHON, ARCACHON",new,4
7822,Bowrider,5.94,2.54,52,56867.5,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,new,4
7825,Sport Boat,6.02,2.34,96,56749.25,Germany , Baden-W¼rttemberg ,new,4
7826,Pilothouse,7.48,2.5,45,56652.5,France ," CAPBRETON, CAPBRETON",new,4
7829,Deck Boat,6.23,2.52,22,56545.0,Spain ," D©nia, Alicante",new,6
7839,Bowrider,6.1,2.25,195,56118.225,Switzerland , Vierwaldst¤ttersee ,new,5
7840,Pilothouse,7.39,2.57,60,59325.0,United Kingdom ," Lincoln, Lincoln",new,4
7841,Sport Boat,6.55,2.54,56,55898.924999999996,Germany , Bayern ,new,5
7845,Center console boat,6.86,2.52,31,55792.5,Netherlands , In verkoophaven,new,4
7848,Bowrider,5.64,2.16,196,61434.1,Switzerland , Lake of Zurich ,new,4
7849,Center console boat,6.41,2.48,24,55532.35,France ," La Rochelle, France",new,4
7851,Center console boat,6.86,2.48,35,55362.5,France ," LA ROCHELLE, LA ROCHELLE",new,4
7852,Sport Boat,6.4,2.46,155,55362.5,Germany , Bayern ,new,4
7857,Bowrider,6.39,2.29,129,55136.75,Germany , Ostsee ,new,4
7860,Deck Boat,6.45,2.45,164,55013.125,Switzerland , Stansstad,new,4
7861,Pilothouse,7.46,2.55,166,54841.125,Germany , Nordrhein-Westfalen ,new,6
7862,Sport Boat,5.94,2.54,106,54825.0,Germany , Berlin ,new,5
7864,Cabin Boat,6.55,2.48,113,54717.5,Germany , 1,new,4
7869,Sport Boat,6.48,2.5,70,60335.1,Switzerland , Le Bouveret ,new,5
7870,Fishing Boat,6.6,2.49,130,60335.1,Switzerland , Bouveret,new,5
7904,Sport Boat,7.2,2.5,107,59335.01,Switzerland , Safenwil,new,4
7906,Motor Yacht,7.15,2.5,49,53642.5,Germany , Hock Boote,new,9
7918,Center console boat,6.41,2.45,66,53642.5,France ," ARCACHON, ARCACHON",new,4
7921,Pilothouse,7.5,2.53,44,53642.5,France ," 56170 QUIBERON, France",new,5
7924,Bowrider,6.55,2.54,129,53642.5,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,new,4
7925,Sport Boat,5.6,2.2,62,53642.5,Germany , Bayern ,new,4
7927,Sport Boat,6.05,2.2,49,53642.5,Germany , Bayern ,new,4
7932,Bowrider,5.94,2.54,139,53642.5,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,new,3
7935,Deck Boat,7.96,2.98,98,53320.0,Italy , Campania ,new,5
7936,Cabin Boat,7.23,2.55,67,53277.0,Germany , Niedersachsen ,new,4
7937,Pilothouse,6.5,2.4,40,53243.674999999996,France ," PLUNERET, France",new,4
7950,Deck Boat,8.34,2.63,26,53212.5,Netherlands , Lemmer,new,5
7968,Pilothouse,6.71,2.54,67,52879.25,France ," LA GRANDE MOTTE, France",new,4
7970,Bowrider,6.23,2.4,272,58312.94,Switzerland , Lake Geneva ,new,4
7971,Center console boat,6.8,2.49,256,58247.0,Switzerland , Bielersee ,new,4
7979,Pilothouse,7.4,2.45,164,52675.0,Germany , auf Anfrage,new,4
8001,Bowrider,6.2,2.54,143,58137.1,Switzerland , Lake Constance ,new,5
8002,Bowrider,6.05,2.38,194,58137.1,Switzerland , Luzern,new,4
8003,Sport Boat,6.0,2.0,98,52051.99999999999,Denmark , Svendborg,new,4
8004,Bowrider,6.17,2.54,78,52589.0,France ," CAP D'AGDE, CAP D'AGDE",new,6
8007,Sport Boat,6.66,2.55,68,52567.5,Germany , Bayern ,new,4
8008,Bowrider,5.94,2.54,109,52567.5,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,new,4
8009,Sport Boat,6.55,2.54,130,52567.5,Germany , Berlin ,new,5
8013,Pilothouse,6.0,2.0,61,51622.99999999999,Denmark , Svendborg,new,4
8015,Motor Yacht,6.45,2.55,39,52137.5,Italy , Venezia,new,5
8021,Bowrider,6.81,2.36,144,57411.76,Switzerland , Lake Geneva ,new,4
8023,Sport Boat,5.0,2.0,43,51336.99999999999,Denmark , Svendborg,new,4
8025,Center console boat,6.43,2.52,56,51668.799999999996,Portugal ," Parchal, Portugal",new,5
8026,Sport Boat,6.08,2.35,195,57038.1,Switzerland , Vierwaldst¤ttersee ,new,6
8029,Sport Boat,5.99,2.21,42,51598.924999999996,Germany , Bayern ,new,5
8030,Pilothouse,6.2,2.4,140,57016.119999999995,Switzerland , Neuenburgersee ,new,4
8031,Pilothouse,5.52,2.4,111,51589.25,Spain , Hospitalet del Infante,new,4
8032,Sport Boat,6.29,2.36,151,51546.25,Germany , Lake Constance ,new,4
8033,Bowrider,5.94,2.54,60,51492.5,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,new,5
8036,Bowrider,5.94,2.29,52,51492.5,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,new,4
8039,Bowrider,5.76,2.3,233,56675.43,Switzerland , Thunersee ,new,4
8040,Sport Boat,6.12,2.4,127,51084.0,Germany , Baden-W¼rttemberg ,new,4
8051,Center console boat,6.05,2.22,70,50936.725,Germany , L¼becker Bucht ,new,5
8052,Sport Boat,6.05,2.22,146,50936.725,Germany , Bleckede,new,5
8059,Bowrider,5.0,2.0,62,49906.99999999999,Denmark , Svendborg,new,4
8060,Pilothouse,6.4,5.45,119,50417.5,Germany , Bayern ,new,5
8061,Bowrider,5.94,2.54,97,50417.5,Germany , Bayern ,new,4
8062,Pilothouse,6.5,2.4,80,50417.5,France ," MARTIGUES, France",new,4
8065,Cabin Boat,6.48,2.48,210,55651.162,Switzerland , Lake Geneva ,new,5
8066,Deck Boat,6.58,2.46,42,53375.0,United Kingdom ," Burton Waters, Burton Waters",new,4
8070,Center console boat,8.1,2.7,281,50310.0,Switzerland , Lake Geneva ,new,4
8071,Bowrider,5.99,2.21,215,55378.61,Switzerland , Lake Constance ,new,4
8072,Bowrider,5.99,2.21,247,55378.61,Switzerland , Lake Constance ,new,4
8077,Bowrider,6.2,2.34,37,49987.5,Germany , Bayern ,new,4
8079,Motor Yacht,6.99,2.5,109,55228.047,Switzerland , Lake Geneva ,new,5
8081,Launch,5.9,2.5,74,49887.525,Germany , Potsdam ,new,4
8082,Bowrider,6.2,2.4,222,55103.86,Switzerland , Neuenburgersee ,new,4
8083,Deck Boat,6.0,2.0,77,49334.99999999999,Denmark , Svendborg,new,5
8084,Pilothouse,7.1,2.45,162,49729.5,Germany , auf Anfrage,new,4
8088,Bowrider,5.7,2.05,267,54944.505,Switzerland , Vierwaldst¤ttersee ,new,4
8089,Pilothouse,6.48,2.5,158,54939.01,Switzerland , Bouveret ,new,5
8093,Deck Boat,7.23,2.55,51,49448.924999999996,Germany , Kieler Bucht mit Fehmarn ,new,4
8094,Sport Boat,6.6,2.53,223,49439.25,Germany , Bayern ,new,4
8095,Sport Boat,5.7,2.5,62,49439.25,France ," Chalon-sur-Sa´ne, France",new,4
8098,Sport Boat,6.0,2.34,51,49342.5,Germany , Bayern ,new,4
8105,Fishing Boat,6.4,2.3,112,54400.5,Switzerland , Lake of Zurich ,new,5
8106,Fishing Boat,6.4,2.05,51,54400.5,Switzerland , Lake of Zurich ,new,5
8107,Fishing Boat,6.55,2.54,173,54279.61,Switzerland , Neuenburgersee ,new,4
8108,Bowrider,5.95,2.3,859,48969.475,Switzerland , Lake Constance ,new,5
8110,Bowrider,5.99,2.21,79,48912.5,Germany ," Boote Pfister GmbH, Schwebheim / Schweinfurt",new,5
8111,Bowrider,6.4,2.59,31,48912.5,France ," Arzon, Arzon",new,9
8112,Sport Boat,6.38,2.44,43,51793.75,United Kingdom ," Lincoln, Lincoln",new,4
8164,Cabin Boat,7.88,2.55,316,48373.924999999996,Germany , Kieler Bucht mit Fehmarn ,new,4
8165,Pilothouse,6.4,2.46,164,48373.924999999996,Germany , Kieler Bucht mit Fehmarn ,new,4
8166,Sport Boat,5.99,2.21,105,48373.924999999996,Germany , Bayern ,new,5
8174,Sport Boat,7.23,2.55,34,48321.25,Germany , Niedersachsen ,new,4
8176,Sport Boat,6.8,2.49,130,48267.5,Germany , Hock Boote,new,9
8179,Pontoon Boat,7.15,2.5,76,48267.5,Italy , Dormelletto ,new,5
8187,Fishing Boat,6.1,2.4,117,47837.5,Germany , Lake Constance ,new,6
8188,Sport Boat,5.94,2.4,41,47837.5,Germany , Bayern ,new,4
8194,Cabin Boat,6.02,2.34,110,47836.424999999996,Germany , Kieler Bucht mit Fehmarn ,new,4
8195,Bowrider,6.05,2.2,180,47826.75,Germany , Ostsee ,new,4
8196,Pilothouse,6.9,2.59,181,52817.94,Switzerland , Neuenburgersee ,new,6
8201,Sport Boat,6.74,2.46,274,52642.1,Switzerland , Lake Constance ,new,4
8202,Bowrider,5.94,2.54,44,47611.75,Germany , Bayern ,new,5
8203,Bowrider,5.94,2.54,43,47611.75,Germany , Bayern ,new,5
8204,Fishing Boat,6.5,2.38,176,52202.5,Switzerland , Lake Constance ,new,4
8205,Bowrider,6.0,2.0,46,47046.99999999999,Denmark , Svendborg,new,4
8206,Sport Boat,6.2,2.5,117,47515.0,Italy , Lake Garda ,new,4
8208,Deck Boat,6.8,2.5,70,47434.375,Spain ," Ma³-Mah³n, Espagne",new,5
8214,Bowrider,6.2,2.34,39,47192.5,Germany , Bayern ,new,4
8218,Pontoon Boat,7.0,2.0,152,47133.375,Portugal ," Parchal, Portugal",new,5
8223,Pilothouse,6.48,2.53,61,46966.75,Austria , Wiener Neustadt,new,4
8225,Sport Boat,7.36,2.55,84,46948.475,Germany , Bnningstedt,new,4
8227,Deck Boat,6.98,2.34,46,46762.5,Netherlands , Lemmer,new,5
8229,Sport Boat,6.0,2.0,71,46188.99999999999,Denmark , Svendborg,new,4
8231,Deck Boat,5.33,2.23,87,46619.525,Spain ," Hospitalet del Infante, Hospitalet del Infante",new,4
8234,Sport Boat,5.65,2.35,169,51367.26,Switzerland , Lago Maggiore,new,4
8235,Bowrider,6.05,2.3,123,46440.0,Germany , Bayern ,new,4
8236,Pilothouse,5.75,2.54,150,51323.299999999996,Switzerland , Lake Constance ,new,5
8237,Sport Boat,6.3,2.35,250,51255.162,Switzerland , Lake of Zurich ,new,4
8238,Sport Boat,6.39,2.29,81,46375.5,Germany , Nordrhein-Westfalen ,new,5
8239,Sport Boat,5.4,2.2,226,51225.489,Switzerland , Lake of Zurich ,new,6
8243,Deck Boat,6.58,2.46,38,49000.0,United Kingdom ," Burton Waters, Burton Waters",new,4
8246,Bowrider,5.7,2.26,115,46203.5,Germany , Mecklenburg-Vorpommern ,new,4
8252,Bowrider,5.65,2.26,50,46117.5,Germany , Bayern ,new,4
8255,Bowrider,5.65,2.3,127,46117.5,Germany , Bayern ,new,4
8257,Bowrider,6.48,2.46,54,46010.0,Germany , Niedersachsen ,new,4
8258,Sport Boat,7.13,2.46,222,50650.712,Switzerland , Bouveret,new,4
8271,Sport Boat,7.67,2.44,49,45687.5,Germany , Kiel,new,4
8273,Deck Boat,6.1,2.52,41,45199.45,Spain ," Palma, Espagne",new,6
8301,Deck Boat,6.74,2.55,112,45148.924999999996,Germany , Kieler Bucht mit Fehmarn ,new,4
8309,Motor Yacht,6.2,2.45,152,49345.1,Switzerland , Lake Geneva ,new,5
8313,Pilothouse,6.5,2.4,64,44612.5,France ," LORIENT, LORIENT",new,6
8315,Cabin Boat,6.02,2.34,99,44612.5,Germany , Kieler Bucht mit Fehmarn ,new,4
8316,Bowrider,5.94,2.29,121,44612.5,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,new,4
8320,Pilothouse,5.52,2.4,45,44577.025,France ," Vaux-sur-Seine, France",new,4
8322,Motor Yacht,6.45,2.45,101,44499.625,Germany , Nordrhein-Westfalen ,new,6
8323,Sport Boat,5.75,2.4,99,48982.43,Switzerland , Luganersee ,new,4
8329,Pilothouse,6.5,2.43,35,44075.0,France ," les sables d olonne, les sables d olonne",new,4
8333,Pilothouse,6.5,2.43,94,44075.0,France ," SAINT GILLES CROIX DE VIE, SAINT GILLES CROIX DE V",new,4
8335,Bowrider,5.0,2.0,52,42757.0,Denmark , Svendborg,new,4
8350,Center console boat,6.86,2.48,27,43000.0,France ," Dunkerque, France",new,5
8366,Pilothouse,6.55,2.54,99,42998.924999999996,Germany , Kieler Bucht mit Fehmarn ,new,4
8367,Cabin Boat,7.65,2.55,251,42892.5,Germany , Bayern ,new,6
8373,Pilothouse,6.5,2.4,78,42892.5,France ," PORT LEUCATE, PORT LEUCATE",new,6
8382,Pilothouse,5.79,2.46,43,42892.5,France ," Le Havre, France",new,5
8383,Center console boat,6.04,2.26,26,42892.5,France ," SAINT GILLES CROIX DE VIE, France",new,4
8386,Deck Boat,5.96,2.26,46,42892.5,France ," PORT LEUCATE, France",new,4
8388,Center console boat,6.04,2.26,61,42892.5,France ," LES SABLES OLONNE, France",new,4
8389,Center console boat,5.56,2.23,40,42892.5,France ," MARTIGUES, France",new,4
8390,Cabin Boat,6.19,2.46,99,42892.5,Germany , Bayern ,new,4
8395,Sport Boat,6.0,2.55,171,42892.5,Austria , Linz,new,7
8401,Deck Boat,6.42,2.27,40,42462.5,Netherlands , Lemmer,new,5
8407,Working Boat,4.51,1.75,46,42462.5,Germany ," Boote Jochum, M¼nchen",new,5
8416,Launch,6.53,2.18,97,42462.5,Netherlands , Amsterdam,new,4
8424,Sport Boat,6.6,2.45,83,42344.25,Germany , Gersthofen - Augsburg,new,4
8428,Pilothouse,7.93,2.8,69,42087.325,Germany , Bnningstedt / Werft,new,4
8431,Deck Boat,6.0,2.0,63,41925.0,France ," Rixheim, France",new,6
8453,Deck Boat,6.74,2.55,68,41923.924999999996,Germany , Kieler Bucht mit Fehmarn ,new,4
8456,Sport Boat,6.45,2.45,32,41817.5,Germany , Hock Boote,new,11
8459,Sport Boat,6.39,2.29,137,41591.75,Germany , Ostsee ,new,6
8460,Center console boat,6.04,2.26,24,41540.15,France ," LES SABLES OLONNE, France",new,4
8468,Runabout,6.9,2.6,115,41333.75,Germany , Nordrhein-Westfalen ,new,5
8471,Sport Boat,6.66,2.55,60,41215.5,Germany , Niedersachsen ,new,4
8472,Pilothouse,6.38,2.44,80,43687.5,United Kingdom ," Burton Waters, Burton Waters",new,5
8473,Center console boat,5.75,2.4,119,45489.808,Switzerland , Lake Geneva ,new,4
8475,Pontoon Boat,6.0,2.0,64,41145.625,Portugal ," Parchal, Portugal",new,5
8476,Fishing Boat,4.8,2.2,175,45376.611,Switzerland , Villarepos,new,4
8478,Center console boat,6.9,2.5,91,40895.15,Netherlands , In verkoophaven,new,4
8479,Center console boat,6.04,2.26,22,40875.799999999996,France ," LES SABLES OLONNE, France",new,4
8493,Sport Boat,6.4,2.45,229,40839.25,Germany , Bayern ,new,4
8497,Pilothouse,6.4,2.45,84,40742.5,France ," gRANVILLE, gRANVILLE",new,4
8499,Center console boat,5.96,2.26,71,40742.5,France ," LEUCATE, France",new,4
8501,Center console boat,6.04,2.26,81,40742.5,France ," ARZON, France",new,4
8503,Sport Boat,6.3,2.5,156,40613.5,Germany , auf Anfrage,new,4
8505,Pilothouse,6.19,2.46,1272,40446.875,Switzerland , Lake Constance ,new,4
8506,Sport Boat,7.15,2.45,275,44586.43,Switzerland , Vierwaldst¤ttersee ,new,4
8510,Center console boat,5.56,2.23,69,40312.5,France ," MARTIGUES, France",new,4
8511,Sport Boat,7.12,2.44,93,40312.5,Germany , Kiel,new,4
8521,Bowrider,6.23,2.4,106,39773.924999999996,Germany , Kieler Bucht mit Fehmarn ,new,4
8529,Fishing Boat,6.55,2.5,258,43850.1,Switzerland , Neuenburgersee ,new,4
8530,Sport Boat,6.9,2.55,90,39667.5,Germany , Hock Boote,new,8
8535,Sport Boat,5.71,2.05,96,39667.5,Germany , Rostsock,new,5
8536,Sport Boat,5.75,2.36,130,43784.159999999996,Switzerland , Luganersee ,new,4
8541,Pilothouse,5.0,2.0,53,38896.0,Denmark , Svendborg,new,4
8542,Hardtop,6.05,2.21,324,43410.5,Switzerland , Vierwaldst¤ttersee ,new,4
8547,Sport Boat,5.5,2.29,29,39226.75,Germany , Ausstellungshalle Schweich,new,5
8552,Pilothouse,6.4,2.45,29,38700.0,France ," GRANVILLE, France",new,4
8560,Center console boat,5.18,2.36,54,38689.25,Spain ," Hospitalet del Infante, Espagne",new,5
8563,Deck Boat,5.27,2.38,28,38633.35,Spain ," D©nia, Alicante",new,5
8565,Bowrider,6.1,2.37,139,38592.5,Germany , Nordrhein-Westfalen ,new,7
8569,Sport Boat,5.95,2.4,64,38592.5,Germany , Bayern ,new,4
8573,Cabin Boat,6.02,2.34,36,38485.0,Germany , Niedersachsen ,new,4
8574,Center console boat,6.04,2.26,110,38485.0,France ," SAINT GILLES CROIX DE VIE, France",new,4
8582,Pilothouse,5.0,2.0,38,37323.0,Denmark , Svendborg,new,4
8584,Bowrider,6.31,2.32,210,37646.5,Germany , auf Anfrage,new,4
8632,Center console boat,5.46,2.36,30,37614.25,France ," Le Havre, France",new,5
8636,Sport Boat,5.5,2.15,49,37560.5,Spain , Denia,new,5
8637,Sport Boat,7.05,2.3,116,37517.5,Germany , Nordrhein-Westfalen ,new,6
8639,Pilothouse,5.48,2.36,78,37517.5,Germany , Bayern ,new,4
8643,Fishing Boat,5.75,2.44,214,41311.409999999996,Switzerland , Neuenburgersee ,new,4
8647,Trawler,8.05,3.0,73,37098.25,Poland , ab Werk,new,4
8649,Sport Boat,8.3,2.55,124,37087.5,Italy , Lake Garda ,new,5
8656,Launch,7.2,2.3,86,37087.5,Netherlands , Hardenberg,new,12
8662,Pilothouse,5.75,2.54,153,37086.424999999996,Germany , Kieler Bucht mit Fehmarn ,new,4
8663,Sport Boat,5.75,2.36,125,40772.9,Switzerland , Luganersee ,new,4
8665,Cabin Boat,5.7,2.15,139,40663.0,Switzerland , Lake Geneva ,new,5
8668,Fishing Boat,6.6,2.1,147,40553.1,Switzerland , M¼hlehorn ,new,4
8670,Pilothouse,6.6,2.5,73,36603.75,Germany , Nordrhein-Westfalen ,new,6
8678,Sport Boat,6.3,2.35,147,36297.375,Germany , auf Anfrage,new,4
8681,Bowrider,5.73,2.29,179,40003.6,Switzerland , Neuenburgersee ,new,4
8685,Sport Boat,6.81,2.3,46,36012.5,Germany , Nordrhein-Westfalen ,new,4
8689,Sport Boat,6.55,2.54,84,35832.975,Germany , Bayern ,new,6
8696,Motor Yacht,5.55,2.29,160,39322.22,Switzerland , Neuenburgersee ,new,4
8698,Center console boat,5.96,2.26,118,35501.875,Austria , Wr. Neustadt,new,4
8699,Bowrider,7.2,2.5,207,35491.125,Germany , Lake Constance ,new,4
8706,Bowrider,5.5,2.22,114,35475.0,Germany , Bayern ,new,4
8707,Bowrider,5.6,2.27,77,35464.25,Germany , Ostsee ,new,4
8708,Sport Boat,5.55,2.29,34,35421.25,Germany , Ausstellungshalle Schweich,new,5
8709,Sport Boat,5.65,2.2,57,35367.5,Germany , Baden-W¼rttemberg ,new,4
8716,Motor Yacht,7.0,2.48,166,39014.5,Switzerland , Neuenburgersee ,new,4
8719,Sport Boat,5.6,1.7,522,38904.6,Switzerland , Walensee ,new,4
8724,Deck Boat,5.26,2.34,45,35053.6,Portugal ," Parchal, Portugal",new,6
8726,Pilothouse,6.05,2.49,167,38421.04,Switzerland , Lake Constance ,new,4
8729,Deck Boat,5.9,2.48,146,34937.5,Germany , Hock Boote,new,9
8731,Sport Boat,6.9,2.6,50,34937.5,Germany , Erftstadt,new,5
8733,Pilothouse,5.52,2.4,79,34926.75,Austria , Wiener Neustadt,new,4
8739,Sport Boat,6.05,2.2,151,38454.01,Switzerland , Safenwil,new,4
8741,Center console boat,5.68,2.54,110,38355.1,Switzerland , Brienzersee ,new,5
8743,Bowrider,5.6,2.25,279,38245.2,Switzerland , Bielersee ,new,6
8744,Center console boat,4.93,2.22,202,34518.25,Germany , Lake Constance ,new,4
8745,Deck Boat,6.5,2.16,241,34517.174999999996,Netherlands , Werft,new,4
8746,Pilothouse,5.64,2.45,49,34464.5,France ," Dunkerque, Dunkerque",new,5
8760,Pontoon Boat,8.0,3.5,52,34400.0,Germany , 15754 Heidesee,new,7
8764,Deck Boat,5.6,2.23,228,34061.375,Germany , Bayern ,new,4
8766,Bowrider,5.15,2.08,196,37530.85,Switzerland , Vierwaldst¤ttersee ,new,5
8767,Bowrider,5.0,2.0,121,33605.0,Denmark , Svendborg,new,5
8770,Pontoon Boat,6.5,2.42,126,33862.5,Italy , Dormelletto ,new,4
8771,Pontoon Boat,6.5,2.42,80,33862.5,Switzerland , Ginevra ,new,4
8772,Deck Boat,5.46,2.39,45,35862.5,United Kingdom ," Burton Waters, Burton Waters",new,4
8773,Motor Yacht,5.55,2.29,129,37366.0,Switzerland , Neuenburgersee ,new,4
8775,Pilothouse,6.5,2.48,154,37366.0,Switzerland , Neuenburgersee ,new,4
8776,Fishing Boat,6.97,2.81,125,33776.5,Italy , Campania ,new,5
8777,Bowrider,6.15,2.29,89,33755.0,Germany , auf Anfrage,new,4
8778,Bowrider,5.33,2.17,96,33753.924999999996,Germany , Kieler Bucht mit Fehmarn ,new,4
8781,Center console boat,7.04,2.51,81,33432.5,Germany , auf Anfrage,new,7
8782,Pontoon Boat,5.3,2.2,120,36926.4,Switzerland , Luganersee ,new,4
8783,Center console boat,7.74,2.52,59,33388.424999999996,Germany , Bnningstedt,new,4
8789,Deck Boat,6.12,2.4,114,33323.924999999996,Germany , Kieler Bucht mit Fehmarn ,new,4
8790,Sport Boat,5.47,2.29,89,33217.5,Germany , Bayern ,new,5
8792,Deck Boat,7.23,2.55,176,32786.424999999996,Germany , Kieler Bucht mit Fehmarn ,new,4
8794,Runabout,6.3,2.1,172,36157.1,Switzerland , Zugersee ,new,4
8795,Bowrider,6.3,2.35,123,32631.625,Germany , auf Anfrage,new,4
8796,Runabout,5.3,2.3,245,36047.2,Switzerland , Zugersee ,new,4
8801,Pilothouse,6.22,2.44,34,34368.75,United Kingdom ," Gillingham, Gillingham",new,6
8802,Deck Boat,5.0,2.0,54,32031.999999999996,Denmark , Svendborg,new,4
8803,Motor Yacht,5.3,2.2,183,35497.7,Switzerland , Bielersee ,new,5
8823,Deck Boat,8.77,2.66,68,32244.625,Netherlands ," Bezichtiging op afspraak, call us for a visit, Bes",new,7
8827,Bowrider,5.46,2.1,86,32239.25,Germany , Schleswig-Holstein ,new,4
8833,Sport Boat,6.45,2.45,152,32142.5,Germany , Hock Boote,new,9
8834,Sport Boat,5.65,2.35,158,32142.5,Germany , Hock Boote,new,4
8844,Bowrider,4.93,2.18,121,32142.5,Germany , Bayern ,new,4
8850,Cabin Boat,6.19,2.46,145,32142.5,Germany , Bayern ,new,4
8854,Deck Boat,5.9,2.5,132,31712.5,Italy , Venezia,new,4
8861,Sport Boat,5.28,2.28,51,31712.5,Germany , Bayern ,new,5
8864,Sport Boat,6.1,2.4,181,31712.5,Switzerland , Lake Constance ,new,4
8879,Launch,6.0,2.0,76,31245.499999999996,Denmark , Svendborg,new,4
8880,Motor Yacht,6.12,2.4,183,34651.47,Switzerland , Neuenburgersee ,new,4
8882,Sport Boat,6.4,2.48,62,31341.625,Germany , Bnningstedt,new,4
8884,Pontoon Boat,6.7,2.55,203,31175.0,Italy , Friuli Venezia Giulia ,new,5
8885,Sport Boat,5.1,2.15,40,31175.0,Germany ," FA. SIEGEL, GUMMERSBACH, FA. SIEGEL, GUMMERSBACH",new,5
8904,Sport Boat,5.6,2.27,54,31164.25,Germany , Schleswig-Holstein ,new,4
8907,Cabin Boat,6.5,2.55,350,31067.5,Germany , Stadtprozelten,new,5
8908,Pontoon Boat,6.55,1.79,94,31067.5,Germany , Baden-W¼rttemberg ,new,5
8915,Bowrider,6.4,2.48,58,30519.25,Slovak Republic ," Bratislava, Slovaquie",new,6
8916,Motor Yacht,5.23,2.17,189,33728.31,Switzerland , Lake Geneva ,new,4
8918,Center console boat,5.0,2.0,116,30029.999999999996,Denmark , Svendborg,new,4
8920,Deck Boat,6.18,2.44,59,30100.0,Italy , Friuli Venezia Giulia ,new,5
8933,Pontoon Boat,7.02,2.42,132,30100.0,Italy , Friuli Venezia Giulia ,new,4
8943,Sport Boat,5.95,2.4,60,30050.55,Germany , Niedersachsen ,new,4
8944,Pilothouse,6.4,2.45,218,29883.925,Germany , Kieler Bucht mit Fehmarn ,new,4
8945,Bowrider,5.66,2.17,139,29868.875,Germany , auf Anfrage,new,4
8949,Deck Boat,7.23,2.55,101,29776.425,Germany , Kieler Bucht mit Fehmarn ,new,4
8951,Motor Yacht,5.3,2.14,167,32860.1,Switzerland , Yvonand ,new,4
8952,Center console boat,4.6,2.0,91,32860.1,Switzerland , Murtensee ,new,4
8953,Sport Boat,6.05,2.25,47,29729.125,Germany , Nordrhein-Westfalen ,new,5
8963,Launch,6.1,2.3,71,29562.5,Germany , DE,new,4
8967,Cabin Boat,5.5,2.29,272,29561.425,Germany , Kieler Bucht mit Fehmarn ,new,4
8970,Motor Yacht,6.5,2.55,124,29551.75,Germany , DE,new,5
8971,Pilothouse,6.0,2.25,265,32640.3,Switzerland , Lake Geneva ,new,5
8988,Bowrider,5.26,2.36,58,29023.925,Germany , Niedersachsen ,new,5
8989,Deck Boat,6.45,2.45,109,29003.5,Germany , Hock Boote,new,9
8990,Sport Boat,5.9,2.48,129,28917.5,Germany , Hock Boote,new,9
8991,Sport Boat,6.45,2.45,46,28917.5,Germany , Hock Boote,new,9
8992,Sport Boat,5.3,2.3,47,28917.5,Germany , Hock Boote,new,6
8993,Cabin Boat,6.1,2.37,156,28917.5,Germany , Nordrhein-Westfalen ,new,6
